現チーム,選手名,年俸,SS,守備,数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国人,地域,2020年打席あり,2019年打席あり,2018年打席あり,2020打率,2020試合,2020打席数,2020打数,2020得点,2020安打,2020二塁打,2020三塁打,2020本塁打,2020塁打,2020打点,2020盗塁,2020盗塁刺,2020犠打,2020犠飛,2020四球,2020敬遠,2020死球,2020三振,2020併殺打,2020出塁率,2020長打率,2019打率,2019試合,2019打席数,2019打数,2019得点,2019安打,2019二塁打,2019三塁打,2019本塁打,2019塁打,2019打点,2019盗塁,2019盗塁刺,2019犠打,2019犠飛,2019四球,2019敬遠,2019死球,2019三振,2019併殺打,2019出塁率,2019長打率,2018打率,2018試合,2018打席数,2018打数,2018得点,2018安打,2018二塁打,2018三塁打,2018本塁打,2018塁打,2018打点,2018盗塁,2018盗塁刺,2018犠打,2018犠飛,2018四球,2018敬遠,2018死球,2018三振,2018併殺打,2018出塁率,2018長打率
楽天,田中　将大,"900,000,000",1,投手,8,32,1988/11/1,188,97,A,右右,兵庫,0,関西,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,浅村　栄斗,"500,000,000",1,内野手,13,30,1990/11/12,182,90,O,右右,大阪,0,関西,1,1,1,0.28,120,529,432,72,121,25,0,32,242,104,1,1,0,2,91,2,4,111,15,0.408,0.56,0.263,143,635,529,93,139,26,2,33,268,92,1,1,0,9,93,9,4,162,12,0.372,0.507,0.31,143,640,565,104,175,27,0,32,298,127,4,2,0,5,68,4,2,105,18,0.383,0.527
楽天,則本　昂大,"300,000,000",1,投手,9,30,1990/12/17,178,82,A,右左,滋賀,0,関西,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,松井　裕樹,"250,000,000",1,投手,8,25,1995/10/30,174,74,A,左左,神奈川,0,関東,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,岸　孝之,"250,000,000",1,投手,15,36,1984/12/4,180,77,A,右右,宮城,0,東北,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,鈴木　大地,"200,000,000",1,内野手,10,31,1989/8/18,175,79,O,右左,静岡,0,中部,1,1,1,0.295,120,546,478,71,141,27,1,4,182,55,1,3,12,3,46,0,7,58,18,0.363,0.381,0.288,140,614,527,76,152,34,4,15,239,68,3,1,13,2,56,0,16,75,11,0.373,0.454,0.266,143,558,477,44,127,27,6,8,190,49,8,4,14,6,44,2,17,55,11,0.346,0.398
楽天,涌井　秀章,"160,000,000",1,投手,17,34,1986/6/21,185,85,A,右右,千葉,0,関東,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,ブセニッツ,"156,000,000",1,投手,3,30,1990/8/22,185,81,不明,右右,アメリカ,1,海外,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,島内　宏明,"120,000,000",1,外野手,10,31,1990/2/2,180,75,B,左左,石川,0,中部,1,1,1,0.281,114,471,406,50,114,17,2,8,159,53,9,1,6,4,48,1,7,71,8,0.363,0.392,0.287,133,585,506,68,145,21,5,10,206,57,3,4,9,1,58,0,11,65,11,0.372,0.407,0.292,103,453,394,53,115,16,3,11,170,53,11,5,3,3,47,0,6,45,10,0.373,0.431
楽天,牧田　和久,"110,000,000",1,投手,9,36,1984/11/10,177,85,A,右右,静岡,0,中部,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,銀次,"110,000,000",1,内野手,16,33,1988/2/24,174,78,A,右左,岩手,0,東北,1,1,1,0.236,88,245,212,16,50,8,0,0,58,23,3,2,5,3,23,0,2,28,5,0.313,0.274,0.304,141,590,529,56,161,24,1,5,202,56,2,5,4,1,52,2,4,58,19,0.37,0.382,0.276,139,552,492,45,136,16,5,5,177,48,1,1,6,2,48,3,4,47,7,0.344,0.36
楽天,ディクソン,"104,000,000",1,内野手,1,29,1992/1/29,188,97,不明,右右,アメリカ,1,海外,0,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.175,22,60,57,2,10,0,0,1,13,3,0,1,0,0,1,0,2,20,0,0.217,0.228
楽天,茂木　栄五郎,"74,000,000",1,内野手,6,27,1994/2/14,171,75,O,右左,東京,0,関東,1,1,1,0.301,73,321,276,43,83,14,4,7,126,33,8,3,0,1,39,0,5,52,4,0.396,0.457,0.282,141,648,568,86,160,28,6,13,239,55,7,5,9,2,66,1,3,121,7,0.358,0.421,0.247,100,413,361,42,89,12,2,7,126,24,12,4,7,1,42,0,2,83,3,0.328,0.349
楽天,コンリー,"72,800,000",1,投手,1,30,1990/5/24,190,94,不明,左左,アメリカ,1,海外,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,カスティーヨ,"68,000,000",1,外野手,1,33,1987/7/9,175,93,不明,右右,キューバ,1,海外,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,辛島　航,"51,000,000",1,投手,13,30,1990/10/18,173,72,A,左左,福岡,0,九州・沖縄,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,宋　家豪,"47,000,000",0,投手,6,28,1992/9/6,185,92,不明,右左,台湾,0,海外,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,酒居　知史,"40,000,000",0,投手,5,28,1993/1/2,178,80,A,右右,大阪,0,関西,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,塩見　貴洋,"40,000,000",0,投手,11,32,1988/9/6,182,77,A,左左,大阪,0,関西,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,森原　康平,"35,000,000",0,投手,5,29,1991/12/26,185,88,AB,右左,広島,0,中国,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,小深田　大翔,"33,000,000",0,内野手,2,25,1995/9/28,168,69,O,右左,兵庫,0,関西,1,0,0,0.288,112,437,378,61,109,16,5,3,144,31,17,9,11,2,42,0,4,59,5,0.364,0.381,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,藤田　一也,"30,000,000",0,内野手,17,38,1982/7/3,175,75,O,右左,徳島,0,四国,1,1,1,0.2,55,38,35,3,7,1,0,0,8,4,0,0,2,0,1,0,0,5,2,0.222,0.229,0.258,61,136,124,13,32,4,0,2,42,10,1,0,4,0,7,1,1,16,1,0.303,0.339,0.266,90,289,248,19,66,10,1,4,90,16,0,3,17,2,18,0,4,15,4,0.324,0.363
楽天,田中　和基,"28,000,000",0,外野手,5,26,1994/8/8,181,75,A,右両,福岡,0,九州・沖縄,1,1,1,0.24,80,282,254,38,61,10,1,8,97,25,6,2,3,1,23,0,1,76,2,0.305,0.382,0.188,59,193,160,22,30,6,2,1,43,9,3,7,5,2,26,1,0,37,3,0.298,0.269,0.265,105,465,423,67,112,11,1,18,179,45,21,6,4,1,37,0,0,101,4,0.323,0.423
楽天,岡島　豪郎,"23,000,000",0,外野手,10,31,1989/9/7,176,82,B,右左,群馬,0,関東,1,0,1,0.2,35,85,75,10,15,6,1,0,23,9,0,0,2,0,8,0,0,26,2,0.277,0.307,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.19,108,241,216,16,41,10,1,3,62,15,1,1,3,0,22,1,0,54,4,0.265,0.287
楽天,石橋　良太,"20,000,000",0,投手,6,29,1991/6/6,175,77,A,右左,大阪,0,関西,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,福井　優也,"20,000,000",0,投手,11,33,1988/2/8,178,85,A,右右,岡山,0,中国,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,辰己　涼介,"20,000,000",0,外野手,3,24,1996/12/27,180,74,A,右左,兵庫,0,関西,1,1,0,0.223,104,282,251,38,56,9,3,8,95,28,11,5,9,0,20,0,2,57,1,0.286,0.378,0.229,124,369,314,42,72,12,2,4,100,25,13,3,10,2,39,1,4,101,4,0.32,0.318,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,横尾　俊建,"19,000,000",0,内野手,6,27,1993/5/27,177,95,O,右右,東京,0,関東,1,1,1,0.252,44,116,107,10,27,2,0,2,35,11,0,0,0,1,6,0,2,16,3,0.302,0.327,0.188,78,191,170,7,32,10,0,3,51,13,0,0,1,1,15,2,4,34,4,0.268,0.3,0.207,74,210,193,18,40,2,0,9,69,24,0,1,2,2,9,0,4,45,5,0.255,0.358
楽天,福山　博之,"17,000,000",0,投手,11,32,1989/3/27,172,70,B,右右,島根,0,中国,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,安樂　智大,"17,000,000",0,投手,7,24,1996/11/4,186,87,A,右左,愛媛,0,四国,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,太田　光,"17,000,000",0,捕手,3,24,1996/10/14,178,76,O,右右,岡山,0,中国,1,1,0,0.2,67,164,130,17,26,10,0,2,42,16,0,1,11,3,18,0,2,38,2,0.301,0.323,0.219,55,112,96,10,21,2,0,1,26,6,1,0,8,0,7,0,1,23,2,0.279,0.271,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,足立　祐一,"16,000,000",0,捕手,6,31,1989/9/22,178,83,A,右右,東京,0,関東,1,1,1,0.167,42,66,60,6,10,1,1,1,16,3,0,0,0,0,6,0,0,15,2,0.242,0.267,0.154,21,47,39,4,6,1,0,2,13,4,0,0,5,1,1,0,1,12,0,0.19,0.333,0.111,20,20,18,1,2,0,0,0,2,0,0,0,1,0,1,0,0,4,1,0.158,0.111
楽天,早川　隆久,"16,000,000",0,投手,1,22,1998/7/6,180,76,B,左左,千葉,0,関東,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,下水流　昂,"13,600,000",0,外野手,9,32,1988/4/23,178,88,A,右右,神奈川,0,関東,1,1,1,0.188,20,35,32,1,6,0,1,1,11,5,0,0,0,0,2,0,1,11,0,0.257,0.344,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.263,67,89,80,8,21,1,0,4,34,12,0,1,2,0,7,0,0,25,5,0.322,0.425
楽天,池田　駿,"13,500,000",0,投手,5,28,1992/11/29,174,78,A,左左,新潟,0,中部,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,弓削　隼人,"13,500,000",0,投手,3,27,1994/4/6,193,105,AB,左左,栃木,0,関東,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,内田　靖人,"13,000,000",0,内野手,8,25,1995/5/30,185,86,O,右右,福島,0,東北,1,1,1,0.172,38,109,93,9,16,3,0,5,34,18,1,0,0,1,14,0,1,31,5,0.284,0.366,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0.6,0,0.198,58,193,177,16,35,6,0,12,77,25,0,1,0,1,14,0,1,66,4,0.259,0.435
楽天,瀧中　瞭太,"13,000,000",0,投手,2,26,1994/12/20,180,93,A,右右,滋賀,0,関西,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,藤平　尚真,"12,000,000",0,投手,5,22,1998/9/21,185,85,O,右右,千葉,0,関東,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,釜田　佳直,"12,000,000",0,投手,10,27,1993/10/26,177,77,A,右右,石川,0,中部,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
楽天,津留﨑　大成,"12,000,000",0,投手,2,23,1997/10/10,177,86,不明,右右,千葉,0,関東,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
