,武将姓,武将名,統率,武勇,知略,内政,外政,戦闘,政治,合計,父親,姓読み,名読み,誕生年,登場年,没年,寿命,義理親,志,戦法,補佐,作戦,気質,野心,母親,武将姓名,列伝,父親有無,母親有無,志区分
1865,三宅,康信,58,40,36,49,39,98,88,222,-,みやけ,やすのぶ,1563年,1578年,1632年,70,-,所領拡大,叱咤,殲滅,全軍突撃,家名,8,-,三宅康信,徳川家臣。康貞の長男。関ヶ原合戦で横須賀城番、戦後、伊勢亀山の城番を務めた。大坂冬の陣では駿府城を、夏の陣では淀城を守備。のち亀山藩主となる。,0,0,0
1866,本多,康俊,72,59,63,54,58,131,112,306,酒井忠次,ほんだ,やすとし,1569年,1584年,1621年,53,-,家督継承,挟撃巧者,疾走,神出鬼没,勲功,7,-,本多康俊,徳川家臣。酒井忠次の次男。母は徳川家康のおば・碓井姫。本多忠次の養子となり、後を継ぐ。大坂の陣で活躍。近江膳所３万石を与えられた。,1,0,0
1867,松平,忠利,66,42,51,67,60,108,127,286,-,まつだいら,ただとし,1582年,1596年,1632年,51,-,領地保全,用心,斥候,神出鬼没,勲功,3,-,松平忠利,徳川家臣。家忠の長男。伏見城で父が戦死。仇を討つべく関ヶ原本戦への参加を願うが、上杉景勝への備えに残された。連歌に優れ里村紹巴とも親交があった。,0,0,0
1868,戸田,尊次,50,54,40,39,36,104,75,219,-,とだ,たかつぐ,1565年,1580年,1615年,51,-,家名存続,死兵,万全,囮挑発,家名,9,-,戸田尊次,徳川家臣。忠次の長男。小牧長久手合戦に出陣。関ヶ原合戦では越前丸岡城攻略に功があった。大坂夏の陣で徳川頼宣に属して出陣。陣中にて病に倒れた。,0,0,0
1869,戸田,忠能,53,31,43,57,48,84,105,232,戸田尊次,とだ,ただよし,1586年,1600年,1647年,62,-,所領拡大,激励,堅固,囮挑発,家名,8,-,戸田忠能,徳川家臣。尊次の長男。関ヶ原合戦、大坂の陣に従軍。父が大坂の陣で病没したため後を継ぎ、三河田原藩２代藩主となるが、飢饉などに苦しめられた。,1,0,0
1870,水野,分長,61,71,43,35,35,132,70,245,水野忠分,みずの,わけなが,1562年,1577年,1623年,62,-,家名存続,突撃,速攻,全軍突撃,勲功,6,-,水野分長,徳川家臣。忠政の孫。重央の兄。小牧長久手合戦や小田原征伐に出陣。徳川家康の命で蒲生氏郷に属し九戸政実の乱鎮圧に活躍した。のち帰参し大番頭となる。,1,0,0
1871,徳川,義直,71,77,76,78,78,148,156,380,松平元康,とくがわ,よしなお,1601年,1606年,1650年,50,-,家督継承,激励,伏兵,神出鬼没,才覚,9,-,徳川義直,家康の九男。徳川御三家の一・尾張藩の藩祖で「剛」と評された。学問を好んで儒教を奨励。産業振興、税制整備、治水などを行い、藩政の基礎を固めた。,1,0,0
1872,奥平,忠隆,27,25,43,44,41,52,85,180,奥平忠政,おくだいら,ただたか,1608年,1614年,1632年,25,-,家名存続,臨戦,万全,囮挑発,家名,4,-,奥平忠隆,徳川家臣。忠政の長男。父の死により美濃加納藩を継ぐが、まだ幼かったため、祖父・信昌や祖母・亀姫が後見した。若くして死去し、奥平氏は改易となった。,1,0,0
1873,竹腰,正信,60,72,68,69,70,132,139,339,-,たけのこし,まさのぶ,1591年,1606年,1645年,55,-,所領拡大,叱咤,殲滅,全軍突撃,勲功,6,-,竹腰正信,徳川家臣。母・お亀の方が徳川家康の側室となり徳川義直を産んだため召し出され、義直の付家老となった。徳川秀忠の前で砲術を披露し１万石を加増された。,0,0,0
1874,遠山,秀友,39,45,42,49,43,84,92,218,遠山友政,とおやま,ひでとも,1609年,1619年,1642年,34,-,家名存続,気勢崩し,堅固,囮挑発,家名,6,-,遠山秀友,徳川家臣。友政の長男。刑部少輔。父の死により後を継いで美濃苗木藩２代藩主となる。大坂城番や江戸城本丸奥の間普請手伝いを務めた。,1,0,0
1875,石川,忠総,53,57,57,66,62,110,128,295,大久保忠隣,いしかわ,ただふさ,1582年,1597年,1651年,70,石川家成,領地保全,急襲,復帰,囮挑発,家名,5,-,石川忠総,徳川家臣。大久保忠隣の次男。母方の祖父・石川家成の養子となり、石川家を継いだ。父・忠隣失脚に連座するが、大坂の陣に許されて参陣、奮戦し活躍した。,1,0,0
1876,松平,乗寿,49,24,46,59,52,73,111,230,-,まつだいら,のりなが,1600年,1614年,1654年,55,-,家名存続,気勢崩し,堅固,囮挑発,実利,4,-,松平乗寿,徳川家臣。家乗の長男。徳川家綱に仕え家綱が４代将軍になると、老中として幕政を取り仕切った。時の儒者・林鵞峰は彼を「柔懦な人物」と評した。,0,0,0
1877,徳永,昌重,38,41,47,38,39,79,77,203,徳永寿昌,とくなが,まさしげ,1581年,1596年,1642年,62,-,所領拡大,臨戦,万全,囮挑発,家名,7,-,徳永昌重,徳川家臣。寿昌の長男。関ヶ原合戦で東軍に属し、大坂の陣にも参戦した。禁裏普請、大坂城石垣普請の助役を務めたが作業遅延を理由に改易された。,1,0,0
1878,金森,重頼,60,58,60,66,64,118,130,308,金森可重,かなもり,しげより,1596年,1611年,1650年,55,-,家名存続,用心,斥候,神出鬼没,才覚,8,-,金森重頼,可重の次男。兄・重近が勘当されたため家督を継ぎ飛騨高山藩主となる。鉱山や新田の開発に努め、飢饉の際には家宝の茶器を売って領民救済にあてたという。,1,0,0
1879,藤堂,高次,62,69,54,66,61,131,127,312,藤堂高虎,とうどう,たかつぐ,1602年,1617年,1676年,75,-,領地保全,奮闘,強撃,全軍突撃,勲功,7,-,藤堂高次,高虎の嫡男。父の死後伊勢津藩３２万石を継ぐ。年貢増収による藩財政安定を目指し新田開発を進めたが、幕府への普請費用の負担増により財政は悪化した。,1,0,0
1880,菅沼,定芳,40,37,46,50,45,77,95,218,菅沼定盈,すがぬま,さだよし,1587年,1602年,1643年,57,-,家名存続,気勢崩し,堅固,囮挑発,家名,5,-,菅沼定芳,徳川家臣。定盈の六男。兄が早世したため、その養子となって家督を継ぎ伊勢長島藩２代藩主となる。大坂の陣に参陣。のちに丹波亀山に移封された。,1,0,0
1881,土方,雄氏,38,64,36,40,34,102,74,212,土方雄久,ひじかた,かつうじ,1583年,1594年,1638年,56,-,所領拡大,突撃,速攻,全軍突撃,勲功,7,-,土方雄氏,徳川家臣。はじめ豊臣家に仕えた。関ヶ原合戦前夜、父・雄久に徳川家康暗殺を計画した容疑がかかり連座。のち許され徳川家に仕え、菰野藩を立藩した。,1,0,0
1882,松平,忠明,68,52,61,77,72,120,149,330,奥平信昌,まつだいら,ただあきら,1583年,1592年,1644年,62,松平元康,家名存続,激励,伏兵,神出鬼没,才覚,7,-,松平忠明,奥平信昌の四男。徳川家康の養子となり松平姓を名乗る。大坂の陣で美濃衆を率い、戦後、道頓堀開削など大坂の復興に努めた。のち幕閣の元老的存在となる。,1,0,0
1883,分部,光信,49,32,54,65,60,81,125,260,-,わけべ,みつのぶ,1591年,1601年,1643年,53,-,領地保全,激励,堅固,囮挑発,勲功,7,-,分部光信,徳川家臣。光嘉の孫。祖父の養子となって後を継ぐ。大坂の陣で活躍。近江大溝藩に移封され、織田信長が焼き打ちした比叡山復興のための造営奉行を務めた。,0,0,0
1884,古田,重治,52,35,53,63,59,87,122,262,古田重則,ふるた,しげはる,1578年,1593年,1625年,48,-,家名存続,激励,堅固,囮挑発,家名,6,-,古田重治,徳川家臣。重勝の弟。兄が死んだ時、兄の子が幼かったため後を継ぐ。大坂の陣の功で石見浜田に移封。治水や城下町建設に努め、後を兄の子に譲り隠居した。,1,0,0
1885,稲葉,紀通,37,68,28,27,24,105,51,184,稲葉道通,いなば,のりみち,1603年,1607年,1648年,46,-,所領拡大,臥薪嘗胆,奪力,本陣斬込,芸道,10,-,稲葉紀通,徳川家臣。道通の子。大坂の陣で初陣。残虐無道で狩りで獲物が獲れなかった腹いせに領民を大量虐殺するなどしたという。のち謀反の疑いがかかり自害した。,1,0,0
1886,内藤,信正,60,72,61,57,58,132,115,308,内藤信成,ないとう,のぶまさ,1568年,1583年,1626年,59,-,所領拡大,奮闘,猛攻,全軍突撃,家名,3,-,内藤信正,徳川家臣。信成の長男。小牧長久手合戦や小田原征伐、九戸政実の乱の鎮圧に参陣。大坂の陣では尼崎を守り、戦後、伏見城代、大坂城代を努めた。,1,0,0
1887,朽木,宣綱,41,40,46,48,44,81,92,219,朽木元綱,くつき,のぶつな,1582年,1597年,1662年,81,-,領地保全,臨戦,万全,囮挑発,家名,7,-,朽木宣綱,徳川家臣。元綱の長男。身分こそ旗本であったが、近江源氏の名族出身だったため、交代寄合に列せられ、大名と同等の待遇を与えられた。寛文地震で死去。,1,0,0
1888,戸田,氏鉄,61,54,53,63,59,115,122,290,-,とだ,うじかね,1576年,1591年,1655年,80,-,家名存続,用心,斥候,神出鬼没,勲功,7,-,戸田氏鉄,徳川家臣。一西の長男。美濃大垣藩主。大坂城修築などで活躍。新田開発や治水に努めた。教育にも力を注ぎ、修養を説いた『八道集』『四角文集』を著した。,0,0,0
1889,松平,定勝,51,35,46,65,56,86,121,253,-,まつだいら,さだかつ,1560年,1575年,1624年,65,-,所領拡大,激励,堅固,囮挑発,家名,4,-,松平定勝,徳川家臣。徳川家康の異父弟。長篠合戦や天目山合戦、小牧長久手合戦に活躍。家康は死に臨んで、２代将軍・秀忠の相談役になるよう頼んだという。,0,0,0
1890,谷,衛友,62,75,45,32,34,137,66,248,-,たに,もりとも,1563年,1578年,1628年,66,-,所領拡大,奮闘,猛攻,全軍突撃,勲功,8,-,谷衛友,豊臣家臣。小田原征伐など主な戦いに従軍した。関ヶ原合戦では、西軍に属して小野木公郷とともに行動するが、東軍に寝返り、本領を安堵された。,0,0,0
1891,松平,康重,72,74,60,52,55,146,107,313,-,まつだいら,やすしげ,1568年,1583年,1640年,73,-,領地保全,死兵,復帰,全軍突撃,家名,5,-,松平康重,徳川家臣。康親の長男。元服時に家康から一字を賜る。駿河沼津城を守り、北条家に備えた。小田原征伐で活躍し、関東入国の際に武蔵騎西２万石を領した。,0,0,0
1892,小出,吉英,61,47,51,54,51,108,105,264,小出吉政,こいで,よしひで,1587年,1602年,1666年,80,-,家名存続,用心,斥候,神出鬼没,勲功,7,-,小出吉英,吉政の嫡男。但馬出石６万石を領し、新たに出石城を築城、有子山城より居城を移した。出石出身の沢庵宗彭に帰依し、その薫陶を受けた。,1,0,0
1893,小出,三尹,51,45,55,55,54,96,109,260,小出秀政,こいで,みつただ,1589年,1603年,1642年,54,-,所領拡大,足止め,回避,神出鬼没,家名,6,-,小出三尹,秀政の四男。母は、豊臣秀吉の母・なかの妹。はじめ豊臣秀頼に仕える。甥・吉英から１万石を分与され和泉陶器初代藩主となる。大坂の陣で徳川方についた。,1,0,0
1894,本多,政武,63,40,76,72,76,103,148,327,本多利朝,ほんだ,まさたけ,1598年,1610年,1637年,40,-,領地保全,叱咤,伏兵,神出鬼没,芸道,7,-,本多政武,徳川家臣。利朝の長男。大和高取藩２代藩主。大坂夏の陣・道明寺口の戦いに功があった。大坂城修築、高野山大塔造営に活躍。囲碁の名人であった。,1,0,0
1895,片桐,貞隆,58,67,68,61,66,125,127,320,片桐直貞,かたぎり,さだたか,1560年,1575年,1627年,68,-,領地保全,奮闘,強撃,全軍突撃,実利,8,-,片桐貞隆,豊臣家臣。且元の弟。小田原征伐などに従軍。豊臣秀吉の死後は秀頼に仕えたが方広寺鐘銘事件で徳川家への内通を疑われ、兄とともに大坂城を去った。,1,0,0
1896,桑山,一直,39,63,45,49,44,102,93,240,桑山一重,くわやま,かずなお,1578年,1593年,1636年,59,-,家名存続,突撃,速攻,全軍突撃,勲功,7,-,桑山一直,徳川家臣。一晴の弟。関ヶ原合戦では本多忠勝に属して大谷吉継と戦い、大坂夏の陣でも活躍し加増を約束されたが、旗本の喧嘩に巻き込まれ、閉門となった。,1,0,0
1897,池田,光政,77,72,80,75,79,149,154,383,池田利隆,いけだ,みつまさ,1609年,1616年,1682年,74,-,所領拡大,激励,伏兵,神出鬼没,才覚,9,-,池田光政,利隆の嫡男。徳川家光より一字を賜る。備前岡山３１万石の藩主。儒学を奨励して学校を興し、また領民の生活向上に努めて岡山藩政の基礎を固めた名君。,1,0,0
1898,池田,輝澄,52,50,55,55,54,102,109,266,池田輝政,いけだ,てるずみ,1604年,1615年,1662年,59,-,家督継承,臥薪嘗胆,奪力,本陣斬込,家名,7,-,池田輝澄,輝政の四男。母は徳川家康の娘・督姫。城下町や交通網を整備。６万８千石を領し、官位も侍従まで昇りつめるも、家中で池田騒動が起こり、改易された。,1,0,0
1899,池田,政綱,59,52,60,62,62,111,124,295,池田輝政,いけだ,まさつな,1605年,1615年,1631年,27,-,領地保全,用心,斥候,神出鬼没,才覚,6,-,池田政綱,輝政の五男。母は徳川家康の娘・督姫。兄・忠継死去の際に、３万５千石を分与され播磨赤穂藩を立藩。藩政の基礎を固めたが、若くして死去した。,1,0,0
1900,池田,忠雄,54,59,49,50,47,113,97,259,池田輝政,いけだ,ただかつ,1602年,1608年,1632年,31,-,家名存続,突撃,速攻,全軍突撃,実利,9,-,池田忠雄,輝政の三男。母は徳川家康の娘・督姫。兄・忠継死去に伴い家督を継ぎ、備前岡山藩２代藩主となる。岡山城を改修して防備を固め、城下町を整備した。,1,0,0
1901,蒔田,広定,41,44,54,41,44,85,85,224,-,まいた,ひろさだ,1571年,1586年,1636年,66,-,所領拡大,足止め,回避,神出鬼没,家名,7,-,蒔田広定,豊臣家臣。関ヶ原合戦の際は西軍に属して伊勢安濃津城攻めに参加した。戦後、高野山に蟄居するが、浅野幸長らの尽力により備中浅尾１万石の大名となった。,0,0,0
1902,福島,忠勝,59,54,48,56,51,113,107,268,福島正則,ふくしま,ただかつ,1598年,1613年,1620年,23,-,所領拡大,突撃,速攻,全軍突撃,勲功,6,-,福島忠勝,正則の嫡男。正則が広島城無断修築の罪で川中島に減封された時、家督を譲られ高井野藩主となる。翌年、父に先立って死去。正則はその死を大変悲しんだ。,1,0,0
1903,毛利,秀就,51,68,35,35,29,119,64,218,毛利輝元,もうり,ひでなり,1591年,1599年,1651年,61,-,天下統一,突撃,速攻,全軍突撃,勲功,10,-,毛利秀就,輝元の長男。関ヶ原合戦後に家督相続。初代萩藩主となる。結城秀康の娘を娶り大坂の陣には関東方として出陣した。遊興飲酒を好み、義兄・秀元と対立した。,1,0,0
1904,小出,吉親,50,54,37,52,41,104,93,234,小出吉政,こいで,よしちか,1590年,1605年,1668年,79,-,家名存続,奮闘,猛攻,全軍突撃,勲功,7,-,小出吉親,吉政の次男。兄・吉英に譲られ但馬出石城主となったが、後に兄が出石に再封されたため、新たに丹波園部２万８千石を領した。園部城を築城している。,1,0,0
1905,杉原,長房,61,59,64,52,58,120,110,294,-,すぎはら,ながふさ,1574年,1584年,1629年,56,-,所領拡大,挟撃巧者,地利,神出鬼没,才覚,6,-,杉原長房,豊臣家臣。但馬豊岡３万石を領す。関ヶ原合戦では西軍に属し、丹後田辺城攻撃に参加した。妻の父が浅野長政であった関係もあり、戦後所領は安堵された。,0,0,0
1906,池田,長幸,73,66,74,67,72,139,139,352,池田長吉,いけだ,ながよし,1587年,1602年,1632年,46,-,家督継承,激励,伏兵,神出鬼没,勲功,6,-,池田長幸,長吉の長男。幼少のころから老臣・水野善右衛門の薫陶を受けた。家督を継ぎ、因幡鳥取藩主となり、のちに備中松山に移封される。新田開発に努めた。,1,0,0
1907,亀井,政矩,53,42,62,64,64,95,128,285,亀井茲矩,かめい,まさのり,1590年,1602年,1619年,30,-,領地保全,臨戦,万全,囮挑発,家名,7,-,亀井政矩,徳川家臣。茲矩の次男。徳川秀忠の近習を務めた。父の死去に伴い、因幡鹿野２代藩主となる。ねねと親しく、彼女を訪問する途中で落馬、若くして死去した。,1,0,0
1908,山崎,家治,66,59,64,76,73,125,149,338,山崎家盛,やまざき,いえはる,1594年,1609年,1648年,55,-,家名存続,死兵,地利,本陣斬込,実利,8,-,山崎家治,徳川家臣。家盛の長男。大坂夏の陣では池田利隆に属し奮戦。戦後、築城の腕を活かし大坂城修築に活躍した。島原の乱後、天草を領し、その復興に尽力した。,1,0,0
1909,加藤,貞泰,57,53,56,49,51,110,100,266,加藤光泰,かとう,さだやす,1580年,1593年,1623年,44,-,所領拡大,奮闘,強撃,全軍突撃,実利,8,-,加藤貞泰,光泰の次男。豊臣秀吉に仕える。関ヶ原合戦では東軍に味方して島津勢と戦い、戦後、水口城を攻略。大坂の陣でも武功を立て、伊予大洲城主となった。,1,0,0
1910,市橋,長勝,47,33,51,43,44,80,87,218,-,いちはし,ながかつ,1557年,1572年,1620年,64,-,領地保全,急襲,復帰,囮挑発,実利,6,-,市橋長勝,豊臣家臣。九州征伐、小田原征伐に参陣する。関ヶ原合戦では東軍に味方して、大坂の陣にも従軍。その功によって加増され越後三条４万１千石余を領した。,0,0,0
1911,堀尾,忠晴,58,71,43,34,34,129,68,240,堀尾忠氏,ほりお,ただはる,1599年,1604年,1633年,35,-,領地保全,早駆け,猛攻,本陣斬込,勲功,8,-,堀尾忠晴,忠氏の長男。父が早世し幼くして家督を継ぎ祖父・吉晴の後見を受けた。大坂冬の陣で活躍したが軍法違反に問われた時見事に切り返して周囲を感心させた。,1,0,0
1912,生駒,正俊,41,35,55,41,45,76,86,217,生駒一正,いこま,まさとし,1586年,1601年,1621年,36,-,家名存続,用心,斥候,神出鬼没,家名,7,-,生駒正俊,一正の長男。父の死後家督を継ぎ、讃岐高松藩１７万１千石の２代藩主となる。大坂の陣では遊軍として参加した。正室には藤堂高虎の養女を迎えている。,1,0,0
1913,加藤,明成,51,73,34,32,28,124,60,218,加藤嘉明,かとう,あきなり,1592年,1607年,1661年,70,-,所領拡大,突撃,速攻,全軍突撃,実利,10,-,加藤明成,嘉明の嫡男。父の死後、陸奥会津４０万石を相続。若松城天守閣を改修した。一歩金を好み一歩殿と呼ばれた。家老と対立し会津騒動を起こし、改易された。,1,0,0
1914,伊達,秀宗,66,63,59,59,59,129,118,306,伊達政宗,だて,ひでむね,1591年,1596年,1658年,68,-,所領拡大,急襲,復帰,囮挑発,野心,8,-,伊達秀宗,政宗の庶長子。秀吉のもとで元服し、一字を賜って秀宗と名乗る。大坂の陣では徳川方に属し、武功を上げて伊予宇和島１０万石を拝領、藩祖となった。,1,0,0
1915,中川,久盛,44,40,51,55,51,84,106,241,中川秀成,なかがわ,ひさもり,1594年,1609年,1653年,60,-,領地保全,太鼓持ち,万全,囮挑発,家名,3,-,中川久盛,秀成の長男。母は秀成の父・清秀を討った佐久間盛政の娘・虎姫。豊後岡２代藩主。子孫は明治維新に至るまで加増・転封ともになく、代々岡藩を領している。,1,0,0
1916,竹中,重利,57,43,69,70,71,100,141,310,-,たけなか,しげとし,1562年,1577年,1615年,54,-,家名存続,逆撫で,地利,囮挑発,才覚,7,-,竹中重利,竹中半兵衛の従兄弟。豊臣秀吉の馬廻。関ヶ原合戦では黒田官兵衛に誘われ東軍につく。戦後大分城を与えられ、港や城下を整備。現在の大分の基礎を作った。,0,0,0
1917,竹中,重義,49,43,72,65,70,92,135,299,竹中重利,たけなか,しげよし,1587年,1602年,1634年,48,-,所領拡大,策士,復讐,神出鬼没,実利,8,-,竹中重義,重利の長男。徳川秀忠により長崎奉行に抜擢された。キリシタン弾圧に努め、残酷な拷問を考案した。秀忠死後、密貿易関与が発覚。切腹させられた。,1,0,0
1918,木下,延俊,52,50,58,59,59,102,118,278,木下家定,きのした,のぶとし,1577年,1592年,1642年,66,-,家名存続,奮闘,強撃,全軍突撃,家名,5,-,木下延俊,豊臣家臣。家定の次男。姫路城代を務め関ヶ原合戦で西軍の弟・小早川秀秋の入城を拒んだ。『慶長日記』は彼の１６１３年の１年間を記した史料である。,1,0,0
1919,久留島,通春,49,50,61,62,63,99,125,285,来島長親,くるしま,みちはる,1607年,1612年,1655年,49,-,領地保全,奮闘,強撃,全軍突撃,才覚,8,-,久留島通春,来島通総の孫。彼の代に姓を久留島と改めた。大坂城、江戸城普請に参加するかたわら、家中の人材刷新、大坂への蔵屋敷設置による財政健全化を成功させた。,1,0,0
1920,黒田,忠之,28,49,35,34,29,77,63,175,黒田長政,くろだ,ただゆき,1602年,1614年,1654年,53,-,家名存続,臨戦,万全,囮挑発,勲功,12,-,黒田忠之,長政の嫡男。長政は忠之の力量に疑問を抱き、廃嫡を目論んでいたといわれる。のちに家老の栗山大膳と対立して黒田騒動を引き起こすが、改易は免れた。,1,0,0
1921,田中,忠政,49,43,53,56,54,92,110,255,田中吉政,たなか,ただまさ,1585年,1600年,1620年,36,-,所領拡大,死兵,万全,囮挑発,勲功,8,-,田中忠政,吉政の四男。家督を継ぎ、筑後柳川２代藩主となる。開拓に努め、キリシタンを保護した。大坂夏の陣で家臣から豊臣側に味方すべきとの意見が出て遅参した。,1,0,0
1922,大村,純頼,45,51,43,48,43,96,91,230,大村喜前,おおむら,すみより,1592年,1607年,1619年,28,-,領地保全,突撃,速攻,全軍突撃,家名,5,-,大村純頼,喜前の長男。「御一門払い」という家中粛清で財源確保と当主権力強化を成功させた。大坂の陣後、豊臣家残党追捕に尽力。父同様、キリシタンを弾圧した。,1,0,0
1923,加藤,忠広,31,27,38,30,28,58,58,154,加藤清正,かとう,ただひろ,1601年,1611年,1653年,53,-,家名存続,臨戦,万全,囮挑発,芸道,9,-,加藤忠広,清正の次男。父の死後、藤堂高虎の後見を受けて肥後熊本藩５４万石を継ぐ。若年のため家臣団を掌握できず、後年、幕法違反のかどで除封された。,1,0,0
1924,秋月,種春,38,35,43,48,43,73,91,207,-,あきづき,たねはる,1610年,1614年,1659年,50,-,所領拡大,気勢崩し,堅固,囮挑発,家名,7,-,秋月種春,種長の娘婿・種貞の嫡男。病弱のため廃嫡となった父に代わって種長の後嗣となる。種長の死後、日向高鍋３万石の２代藩主となった。,0,0,0
1925,島津,忠興,55,59,48,62,54,114,116,278,島津以久,しまづ,ただおき,1599年,1610年,1637年,39,-,領地保全,挟撃巧者,疾走,神出鬼没,勲功,6,-,島津忠興,以久の三男。父の死後、その遺領を継いで佐土原２代藩主となる。大坂冬の陣には徳川方として参陣したが、翌年の夏の陣には間に合わなかった。,1,0,0
1926,仙石,秀範,57,64,58,42,47,121,89,268,仙石権兵衛,せんごく,ひでのり,1576年,1591年,1615年,40,-,領地保全,突撃,速攻,全軍突撃,勲功,7,-,仙石秀範,秀久の次男。関ヶ原合戦で西軍についたため、廃嫡の上、追放された。大坂の陣では、弟・忠政（徳川方）とは異なり、豊臣方で参戦。戦後、行方不明となる。,1,0,0
1927,青木,一重,54,62,44,49,43,116,92,252,-,あおき,かずしげ,1551年,1566年,1628年,78,-,家名存続,奮闘,強撃,全軍突撃,家名,4,-,青木一重,はじめ今川家、次いで徳川家に仕え、姉川の戦いで活躍。後に出奔。丹羽長秀、豊臣秀吉・秀頼に仕え、七手組組頭となる。大坂の陣の後、徳川家に帰参した。,0,0,0
1928,伊東,長実,58,52,63,45,52,110,97,270,-,いとう,ながざね,1560年,1573年,1629年,70,-,所領拡大,挟撃巧者,地利,神出鬼没,勲功,8,-,伊東長実,豊臣家臣。日向伊東氏の遠い一族で、流浪の伊東祐兵を保護した。大坂の陣では七手組組頭として大坂城に籠もるが、敗戦後、許されて徳川家に仕えた。,0,0,0
1929,渡辺,糺,62,67,54,42,45,129,87,270,-,わたなべ,ただす,1576年,1591年,1615年,40,-,所領拡大,臨戦,万全,囮挑発,勲功,7,-,渡辺糺,豊臣家臣。槍の名手として知られる。母の正栄尼は秀頼の乳母を務めた。大坂の陣の主戦派で、大坂夏の陣では真田幸村とともに奮戦。城中で自害した。,0,0,0
1930,山口,弘定,56,62,54,56,54,118,110,282,山口宗永,やまぐち,ひろさだ,1568年,1583年,1615年,48,-,領地保全,奮闘,猛攻,全軍突撃,勲功,7,-,山口弘定,豊臣家臣。宗永の次男。大坂の陣で豊臣家に味方し籠城。妻の兄・木村重成に属して戦い、夏の陣・若江の戦いで重成とともに井伊直孝隊に討たれた。,1,0,0
1931,織田,昌澄,34,54,43,42,40,88,82,213,織田信澄,おだ,まさずみ,1579年,1594年,1641年,63,-,領地保全,突撃,速攻,全軍突撃,実利,8,-,織田昌澄,津田信澄の長男。母は明智光秀の娘。本能寺の変後、父が殺されると父の旧臣・藤堂高虎を頼る。のち豊臣家に仕え、大坂の陣後、高虎に助命され旗本となる。,1,0,0
1932,増田,盛次,58,62,52,53,50,120,103,275,増田長盛,ました,もりつぐ,1580年,1595年,1615年,36,-,所領拡大,急襲,復帰,囮挑発,野心,7,-,増田盛次,長盛の子。関ヶ原合戦で父が改易された後は尾張徳川家に仕えていたが、大坂夏の陣直前に大坂城へ入城。長宗我部盛親軍に属し、藤堂勢との戦いで戦死した。,1,0,0
1933,石川,康勝,46,43,58,52,55,89,107,254,石川数正,いしかわ,やすかつ,1556年,1571年,1615年,60,-,領地保全,足止め,回避,神出鬼没,実利,7,-,石川康勝,豊臣家臣。数正の次男。大坂の陣で大坂城に籠城。真田丸の戦いで火薬を誤爆させたが、これを合図と勘違いし殺到した徳川軍を真田幸村が打ち破った。,1,0,0
1934,戸田,氏信,42,39,49,52,49,81,101,231,戸田氏鉄,とだ,うじのぶ,1600年,1614年,1681年,82,-,領地保全,気勢崩し,堅固,囮挑発,家名,6,-,戸田氏信,氏鉄の長男。父の隠居により、美濃大垣２代藩主となる。二条城石垣普請で功があった。また藩の法令集「定帳」を制定するなど藩政の安定化に努めた。,1,0,0
1935,水谷,勝隆,64,50,57,69,64,114,133,304,-,みずのや,かつたか,1597年,1606年,1664年,68,-,家名存続,太鼓持ち,万全,囮挑発,実利,7,-,水谷勝隆,常陸下館２代藩主。のち備中成羽を経て備中松山藩主となり、交通路と水路の整備、玉島新田などの新田開発、製鉄業振興を行う。また幕府の信頼も厚かった。,0,0,0
1936,向井,忠勝,68,66,57,69,64,134,133,324,向井正綱,むかい,ただかつ,1582年,1597年,1641年,60,-,所領拡大,最大戦速,水戦,川舟移動,実利,8,-,向井忠勝,徳川家臣。正綱の子。通称将監。父同様水軍を率い、大坂の陣で活躍。大坂湾の制海権を確保する。幕府の船手頭として水軍を管轄。造船の名手だった。,1,0,0
1937,小浜,光隆,57,57,62,43,51,114,94,270,小浜景隆,おはま,みつたか,1572年,1587年,1645年,74,-,領地保全,最大戦速,水戦,川舟移動,実利,9,-,小浜光隆,徳川家臣。景隆の子。船手頭を務め、相模・上総両国で３千石を領した。大坂冬の陣に出陣し、大野治長の関船、早船をそれぞれ２隻ずつ乗っ取る功を立てた。,1,0,0
1938,長谷川,守知,58,51,64,53,58,109,111,284,-,はせがわ,もりとも,1569年,1584年,1633年,65,-,領地保全,足止め,回避,神出鬼没,実利,7,-,長谷川守知,宗仁の子。豊臣秀吉に仕えた。関ヶ原合戦では石田三成の居城・佐和山城の守りにつくが、実は内応しており、東軍を城内に引き入れて石田一族を滅ぼした。,0,0,0
1939,内藤,忠興,47,68,52,53,50,115,103,270,内藤政長,ないとう,ただおき,1592年,1607年,1674年,83,-,家名存続,突撃,速攻,全軍突撃,勲功,6,-,内藤忠興,徳川家臣。政長の長男。血気盛んで、大坂の陣で留守居を命じられたが、本多正信に参陣を頼み込み、徳川家康に喜ばれた。新田開発や検地で税収を強化した。,1,0,0
1940,神保,相茂,44,53,43,44,41,97,85,225,-,じんぼう,すけしげ,1582年,1600年,1615年,34,-,所領拡大,臥薪嘗胆,奪力,本陣斬込,勲功,8,-,神保相茂,徳川家臣。越中神保氏の同族。大坂夏の陣で水野勝成に属して戦うも、明石全登に敗れ全滅した。味方の伊達政宗に鉄砲の一斉射撃を受けたという一説もある。,0,0,0
